Service_Cancel_request,"Muito em ouvir que você deseja cancelar a sua assinatura. Eu posso certamente fazer isso por você. Você se importaria de me dizer por que está cancelando? Se ele tem a ver com a qualidade do produto ou serviço, gostaríamos de saber porque estamos sempre nos esforçando para melhorar.","Unsubscribe, Cancelamento, Descontinuar"
Software_bug,"Obrigado por relatar esse defeito em nosso produto. Nós começamos a trabalhar nele e logo, vamos atualizá-lo sobre a sua resolução.","Bug, Edição,"
Software_Feature_Request,"Graças para sugerir-nos esta nova funcionalidade para o nosso produto. Nós certamente apreciar o seu esforço e em breve, vamos voltar para você com o nosso plano em torno dele.","Solicitação de recurso, New Feature,"
Software_Sales_Billing,"Obrigado por entrar em contato em relação à venda de produtos.
 Aqui estão os detalhes.
 [Detalhes do Produto Vendas]
 Espero que isto ajude. Por favor, deixe-nos saber, se você precisar de informações mais ou específico.","venda, vendas, desconto,"
Software_How_To,"Agradecemos seu contato com perguntas sobre [procedimento]!
 Aqui estão as instruções para a mesma:
 [Instruções detalhes]
 Se você tiver alguma dúvida ao longo do caminho, não hesite em chegar.","Como, instrução, manual, guia,"
Software_Technical_Issue,"Obrigado por relatar esse defeito em nosso produto. Nós começamos a trabalhar nele e logo, vamos atualizá-lo sobre a sua resolução.","Questão técnica, não é possível corrigi-lo, não é possível abri-lo, Debug"
Software_Cancellation,"Muito em ouvir que você deseja cancelar a sua assinatura. Eu posso certamente fazer isso por você. Você se importaria de me dizer por que está cancelando? Se ele tem a ver com a qualidade do produto ou serviço, gostaríamos de saber porque estamos sempre nos esforçando para melhorar.","Assinatura Anular, Cancelamento"
Phase_complaint,"Desculpe a cabeça que você está enfrentando problema com o nosso produto / serviço. Nós garantimos que iremos abordar a sua reclamação com a devida atenção. Gentilmente esperar por algum tempo, até que trabalhar em resolvê-lo.","Queixa, Questões,"
Software_Query,"Agradecemos seu contato com perguntas sobre os nossos serviços de produtos.
 Aqui estão os detalhes para mesma:
 [Consulta de resolução de detalhes]
 Se você tiver alguma dúvida ao longo do caminho, não hesite em chegar.","Consulta, Esclarecimentos, pergunta, resposta,"
Request_for_Expert,"Agradecemos seu contato com o pedido para obter ajuda com o nosso técnico especializado. Em breve, estaremos atribuindo uma pessoa e enviar-lhe his / her de contato e agendamento detalhes.","SME ajuda, necessidade técnico, precisa Expert, Precisa de PME, Need Especialista."
Phase_sla_breach,Lamentamos muito que temos Acordo de Nível de Serviço a esta resolução questão violado. Gentilmente nos dar mais algum tempo e vamos voltar para você com a resolução adequada.,"SLA violação, Longer Response, não ouviu, enquanto se aguarda por muito tempo,"
Phase_Resolution_Wait,Lamentamos muito que você tem que esperar para a resolução dos seus problemas. Gentilmente nos dar mais algum tempo e vamos voltar para você com resolução atempada adequada.,"Estado do meu bilhete, Qualquer Update, Esperando resolução, tempo longo,"
Response_to_Diffuse_Situation,"Muito obrigado por sua pergunta sobre [tema].
 
 Eu só queria que você saiba que eu estou olhando para isso e vai voltar para você antes do fim de semana com uma resposta.
 
 Se você precisar de mim para voltar para você mais cedo, por favor me avise!","Foda-se, Stupid, Caramba, Asshole,"
Response_to_Angry_situation,Eu realmente sinto muito que você está enfrentando esse problema. Eu entendo o quão frustrante deve ser. Vou trabalhar em encontrar uma solução imediatamente!,"Frustrado,"
Phase_Feedback,"Nós estamos realmente feliz que fomos capazes de resolver este problema para você. Se você sentir que foram úteis, você se importaria de deixar [seu produto / serviço] um comentário 5 estrelas? Você pode deixar um comentário, indo para [link para rever]. Se você não sente que merece um comentário 5 estrelas, o que podemos fazer para melhor servi-lo?”","Trabalhou, trabalhando agora, Obrigado pela ajuda, Feche a Ticket, Feche o bilhete, ele está trabalhando, Satisfação"
